"time","ax0ra4","ax1ra4","ax2ra4","ax3ra4","ax4ra4","ax6ra4","ax7ra4","C6221","ax0ra5","ax1ra5","ax2ra5","ax3ra5","ax4ra5","ax6ra5","ax7ra5","C600","C601","M54","M55","np","IO115","M29","M210","IO214","lazer6","C7021","C7016","C7017","C7018","C7019","C6214","lazer2","dwgn12","last1","last2","last3","last4","last5","last6","last7","date","datetime","noDup","timeDiff"
"17:37:35:437:",264.15,264.15,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:35:500:",264.04,264.04,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:35:562:",263.94,263.94,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:35:625:",263.83,263.83,498.54,100,125,1447.49,1632499,0,-1,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:35:687:",263.73,263.73,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:35:750:",263.63,263.62,498.54,100,125,1447.49,1632499,0,-2,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:35:812:",263.52,263.52,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:35:875:",263.42,263.42,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:35:937:",263.31,263.31,498.54,100,125,1447.49,1632499,0,-1,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:35",1,0
"17:37:36:000:",263.21,263.21,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",1,0
"17:37:36:062:",263.1,263.11,498.54,100,125,1447.49,1632499,0,-2,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",1,0
"17:37:36:125:",263,263,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",1,0
"17:37:36:187:",262.9,262.9,498.54,100,125,1447.49,1632499,0,-2,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",1,0
"17:37:36:250:",262.79,262.79,498.54,100,125,1447.49,1632499,0,-1,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",1,0
"17:37:36:312:",262.69,262.69,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",1,0
"17:37:36:375:",262.58,262.58,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",1,0
"17:37:36:437:",262.48,262.48,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",1,0
"17:37:36:500:",262.41,262.4,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:36",8,0
"17:37:37:000:",262.41,262.39,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",4,0
"17:37:37:250:",262.4,262.39,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:312:",262.36,262.35,498.54,100,125,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:375:",262.28,262.28,498.54,100,125,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:437:",262.19,262.19,498.54,100,125,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:500:",262.09,262.09,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:562:",262,261.99,498.54,100,125,1447.49,1632499,0,-1,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:625:",261.89,261.88,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:687:",261.79,261.78,498.54,100,125,1447.49,1632499,0,-1,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:750:",261.69,261.68,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:812:",261.59,261.57,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:875:",261.48,261.47,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:37:937:",261.38,261.37,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:37",1,0
"17:37:38:000:",261.27,261.26,498.54,100,125,1447.49,1632499,0,-1,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:062:",261.17,261.16,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:125:",261.06,261.06,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:187:",260.96,260.95,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:250:",260.86,260.85,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:312:",260.75,260.75,498.54,100,125,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:375:",260.65,260.64,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:437:",260.55,260.54,498.54,100,125,1447.49,1632499,0,-2,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:500:",260.44,260.44,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:562:",260.34,260.33,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:625:",260.23,260.23,498.54,100,125,1447.49,1632499,0,-1,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:687:",260.13,260.13,498.54,100,125,1447.49,1632499,0,-2,-2,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:750:",260.04,260.04,498.54,100,125,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:812:",259.97,259.96,498.54,100,125,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:875:",259.91,259.91,498.54,100,125,1447.49,1632499,0,-1,-1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:38:937:",259.87,259.87,498.54,100,125,1447.49,1632499,0,-1,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:38",1,0
"17:37:39:000:",259.84,259.84,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:062:",259.83,259.82,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:125:",259.82,259.81,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:187:",259.81,259.81,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,1,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:250:",259.81,259.8,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,1,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",3,0
"17:37:39:437:",259.81,259.8,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:500:",259.8,259.8,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:562:",260.05,259.95,498.54,100,125,1447.49,1632499,0,8,6,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:625:",260.67,260.33,498.54,100,125,1447.49,1632499,0,3,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:687:",260.71,260.34,498.54,100,125,1447.49,1632499,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:750:",260.72,260.35,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:39:812:",260.73,260.35,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",2,0
"17:37:39:937:",260.74,260.35,498.54,100,125,1447.49,1632499,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:39",1,0
"17:37:40:000:",262.95,262.01,498.54,100,125,1447.49,1632499,0,55,41,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:062:",267.02,265.74,498.54,100,125,1447.49,1632499,0,76,67,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:125:",271.55,270.28,498.54,100,125,1447.49,1632499,0,85,83,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:187:",277.71,276.44,498.54,100,125,1447.49,1632499,0,112,111,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:250:",285.31,283.93,498.54,100,125,1447.49,1632499,0,126,125,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:312:",293.04,291.59,498.54,100,125,1447.49,1632499,0,118,117,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:375:",299.78,298.33,498.54,100,125,1447.49,1632499,0,98,99,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:437:",305.01,303.62,498.54,100,125,1447.49,1632499,0,72,73,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:500:",308.39,307.07,498.54,100,125,1447.49,1632499,0,41,42,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:562:",310.21,308.97,498.54,100,125,1447.49,1632499,0,22,23,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:625:",311.29,310.15,498.54,100,125,1447.49,1632499,0,16,18,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:687:",311.8,310.44,498.54,100,125,1447.49,1632499,0,-2,-17,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:750:",311.64,310.27,498.54,100,125,1447.49,1632499,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:812:",311.47,310.19,498.17,99.39,124.77,1443.67,1628676,0,-5,0,-18,-22,-10,-142,-130304,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:875:",311.47,310.21,495.51,96.78,123.36,1427.04,1612045,0,0,0,-60,-58,-34,-369,-383872,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:40:937:",311.47,310.21,490.36,91.78,120.25,1395.41,1580424,0,0,0,-102,-95,-63,-622,-618624,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:40",1,0
"17:37:41:000:",311.47,310.21,482.39,86.19,115.1,1348.27,1533335,0,0,0,-149,-81,-98,-871,-871808,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:062:",311.47,310.21,471.57,82.32,107.69,1285.82,1470787,0,0,0,-190,-47,-134,-1084,-1097984,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:125:",311.47,310.21,457.79,80.58,98.33,1213.47,1398247,0,0,0,-236,-15,-160,-1164,-1175808,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:187:",311.47,310.21,441.29,80.13,87.75,1138.95,1323880,0,0,0,-276,-3,-175,-1180,-1197312,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:250:",311.47,310.21,423.28,80.03,76.4,1063.97,1249050,0,0,0,-292,-1,-187,-1214,-1196544,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:312:",311.47,310.21,404.84,80.01,64.71,989.01,1173984,0,0,0,-297,0,-188,-1212,-1211136,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:375:",311.47,310.21,386.16,80,53.53,913.98,1098983,0,0,0,-301,0,-175,-1212,-1212416,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:437:",311.47,310.21,367.49,80,43.74,839.03,1024153,0,0,0,-299,0,-143,-1198,-1183104,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:500:",311.47,310.21,348.73,80,35.73,764.08,949105,0,0,0,-304,0,-115,-1208,-1191424,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:562:",311.47,310.21,330,80,29.82,694.26,879130,0,0,0,-303,0,-81,-1047,-1061632,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:625:",311.47,310.21,311.23,80,26,636.94,821824,0,0,0,-307,0,-49,-830,-823552,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:687:",311.47,310.21,292.5,80,23.66,593.66,778734,0,0,0,-296,0,-30,-583,-587008,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:750:",311.47,310.21,273.76,80,22.24,565.91,750971,0,0,0,-300,0,-18,-338,-332032,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:812:",311.47,310.21,255.02,80,21.37,553.39,738385,0,0,0,-299,0,-11,-102,-101760,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:875:",311.47,310.21,236.24,80,20.82,550.62,735708,0,0,0,-304,0,-7,-21,-17408,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:41:937:",311.47,310.21,217.49,80,20.5,550.11,735135,0,0,0,-304,0,-4,-4,-4992,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:41",1,0
"17:37:42:000:",311.47,310.21,198.77,80,20.31,550.02,735031,0,0,0,-295,0,-2,-1,-896,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:062:",311.47,310.21,180.03,80,20.19,549.99,735010,0,0,0,-300,0,-2,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:125:",311.47,310.21,161.25,80,20.11,549.99,734988,0,0,0,-298,0,-1,0,-512,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:187:",311.47,310.21,142.65,80,20.07,549.99,734988,0,0,0,-292,0,-1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:250:",311.47,310.21,125.58,80,20.04,549.99,734988,0,0,0,-259,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:312:",311.47,310.21,110.98,80,20.03,549.99,734988,0,0,0,-214,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:375:",311.47,310.21,99.12,80,20.02,549.99,734992,0,0,0,-169,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:437:",311.47,310.21,90.1,80,20.01,549.99,734992,0,0,0,-123,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:500:",311.47,310.21,83.95,80,20.01,549.99,734992,0,0,0,-81,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:562:",311.47,310.21,80.51,80,20,549.99,734995,0,0,0,-36,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:625:",311.47,310.21,79.27,80,20,549.99,734995,0,0,0,-12,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:687:",311.47,310.21,78.79,80,20,549.99,734999,0,0,0,-4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:750:",311.47,310.21,78.64,80,20,549.99,734999,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:812:",311.47,310.21,78.58,80,20,549.99,734999,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:875:",311.47,310.21,78.55,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:42:937:",311.47,310.21,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:42",1,0
"17:37:43:000:",311.47,310.21,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:43",1,0
"17:37:43:062:",311.47,310.21,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:37:43",1,0
