"time","ax0ra4","ax1ra4","ax2ra4","ax3ra4","ax4ra4","ax6ra4","ax7ra4","C6221","ax0ra5","ax1ra5","ax2ra5","ax3ra5","ax4ra5","ax6ra5","ax7ra5","C600","C601","M54","M55","np","IO115","M29","M210","IO214","lazer6","C7021","C7016","C7017","C7018","C7019","C6214","lazer2","dwgn12","last1","last2","last3","last4","last5","last6","last7","date","datetime","noDup","timeDiff"
"17:36:45:625:",386.75,384.9,78.54,80,19.99,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:687:",386.74,384.91,78.54,80,19.99,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:750:",386.75,384.91,78.54,80,19.99,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:812:",386.74,384.91,78.54,80,19.99,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",1,0
"17:36:45:875:",386.75,384.91,78.54,80,19.99,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:45",3,1
"17:36:46:062:",386.75,384.91,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:125:",386.74,384.91,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:187:",386.75,384.9,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:250:",386.75,384.91,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",2,0
"17:36:46:375:",386.74,384.91,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:437:",386.75,384.91,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",2,0
"17:36:46:562:",386.75,384.91,78.54,80,20,549.99,734999,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:625:",389.01,385.95,78.54,80,20,549.99,734999,0,69,42,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:687:",393.43,390.56,78.54,80,20,549.99,734999,0,66,74,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:750:",397.62,394.75,78.54,80,20,549.99,734999,0,74,71,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:812:",403.79,400.98,78.54,80,20,549.99,734999,0,118,118,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:890:",413.8,410.82,78.54,80,20,549.99,734999,0,132,132,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:46:937:",420.42,417.49,78.54,80,20,549.99,734999,0,151,151,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:46",1,0
"17:36:47:000:",430.67,427.62,78.54,80,20,549.99,734999,0,170,168,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:062:",441.3,438.21,78.54,80,20,549.99,734999,0,168,169,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:125:",452.04,449.01,78.54,80,20,549.99,734999,0,175,176,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:187:",463.15,460.17,78.54,80,20,549.99,734999,0,178,180,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:250:",474.28,471.42,78.54,80,20,549.99,734999,0,178,180,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:312:",484.89,482.14,78.54,80,20,549.99,734999,0,161,162,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:375:",493.93,491.42,78.54,80,20,549.99,734999,0,131,137,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:437:",501.12,498.96,78.54,80,20,549.99,734999,0,102,107,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:500:",506.35,504.45,78.54,80,20,549.99,734999,0,68,72,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:562:",509.35,507.7,78.54,80,20,549.99,734999,0,34,38,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:625:",510.8,509.34,78.54,80,20,549.99,734999,0,19,21,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:687:",512,510.62,78.54,80,20,549.99,734999,0,20,21,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:750:",512.26,510.83,78.54,80,20,549.99,734999,0,-6,-2,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:812:",512.19,510.82,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",1,0
"17:36:47:875:",512.18,510.81,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:47",9,1
"17:36:48:437:",512.18,510.81,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:48",2,0
"17:36:48:562:",512.18,510.81,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:48",2,0
"17:36:48:687:",511.88,510.05,78.54,80,20,549.99,734999,0,-17,-29,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:48",1,0
"17:36:48:750:",510.1,507.84,78.54,80,20,549.99,734999,0,-30,-28,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:48",1,0
"17:36:48:812:",508.2,505.77,78.54,80,20,549.99,734999,0,-39,-48,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:48",1,0
"17:36:48:875:",503.9,501.23,78.54,80,20,549.99,734999,0,-91,-89,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:48",1,0
"17:36:48:937:",497.24,494.88,78.54,80,20,549.99,734999,0,-116,-109,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:48",1,0
"17:36:49:000:",489.08,487.04,78.54,80,20,549.99,734999,0,-143,-140,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:062:",479.02,477.13,78.54,80,20,549.99,734999,0,-174,-172,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:125:",467.17,465.42,78.54,80,20,549.99,734999,0,-203,-201,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:187:",453.59,451.95,78.54,80,20,549.99,734999,0,-227,-226,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:250:",439.73,438.2,78.54,80,20,549.99,734999,0,-212,-212,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:312:",426.12,424.67,78.54,80,20,549.99,734999,0,-222,-221,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:375:",412.4,411.02,78.54,80,20,549.99,734999,0,-215,-214,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:437:",398.85,397.53,78.54,80,20,549.99,734999,0,-221,-218,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:500:",385.25,383.98,78.54,80,20,549.99,734999,0,-215,-215,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:562:",371.78,370.58,78.54,80,20,549.99,734999,0,-215,-213,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:625:",359.13,357.96,78.54,80,20,549.99,734999,0,-193,-193,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:687:",347.35,346.2,78.54,80,20,549.99,734999,0,-184,-184,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:750:",336.49,335.36,78.54,80,20,549.99,734999,0,-168,-168,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:812:",326.51,325.31,78.54,80,20,549.99,734999,0,-153,-155,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:875:",317.54,316.1,78.54,80,20,549.99,734999,0,-137,-141,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:49:937:",309.42,307.7,78.54,80,20,549.99,734999,0,-124,-128,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:49",1,0
"17:36:50:000:",302.16,300.23,78.54,80,20,549.99,734999,0,-111,-113,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:062:",295.72,293.62,78.54,80,20,549.99,734999,0,-98,-100,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:125:",290.15,287.93,78.54,80,20,549.99,734999,0,-83,-85,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:187:",285.41,283.11,78.54,80,20,549.99,734999,0,-69,-70,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:250:",281.52,279.16,78.54,80,20,549.99,734999,0,-56,-57,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:312:",278.49,276.09,78.54,80,20,549.99,734999,0,-43,-43,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:375:",276.25,273.82,78.54,80,20,549.99,734999,0,-31,-32,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:437:",274.76,272.27,78.54,80,20,549.99,734999,0,-18,-19,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:500:",273.85,270.64,78.54,80,20,549.99,734999,0,-26,-26,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:562:",272.87,269.97,78.54,80,20,549.99,734999,0,0,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:625:",272.92,269.93,78.54,80,20,549.99,734999,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:687:",272.94,269.85,78.54,80,20,549.99,734999,0,0,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",1,0
"17:36:50:750:",272.94,269.83,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:50",9,1
"17:36:51:312:",272.93,269.83,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:375:",272.92,269.83,78.54,80,20,549.99,734999,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:437:",272.91,269.83,78.54,80,20,549.99,734999,0,-1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:500:",272.58,269.81,78.54,80,20,549.99,734999,0,-8,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:562:",272.44,269.74,78.54,80,20,549.99,734999,0,-6,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:625:",272.2,269.7,78.54,80,20,549.99,734999,0,-5,-1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:687:",271.97,269.58,78.54,80,20,549.99,734999,0,-3,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:750:",271.71,269.41,78.54,80,20,549.99,734999,0,-4,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:812:",271.44,269.23,78.54,80,20,549.99,734999,0,-5,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:875:",271.1,269,78.54,80,20,549.99,734999,0,-5,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:51:937:",270.72,268.68,78.54,80,20,549.99,734999,0,-5,-5,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:51",1,0
"17:36:52:000:",270.37,268.36,78.54,80,20,549.99,734999,0,-6,-5,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:062:",269.99,268.12,78.54,80,20,549.99,734999,0,-6,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:125:",269.66,267.92,78.54,80,20,549.99,734999,0,-6,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:187:",269.23,267.65,78.54,80,20,549.99,734999,0,-6,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:250:",268.84,267.4,78.54,80,20,549.99,734999,0,-6,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:312:",268.49,267.19,78.54,80,20,549.99,734999,0,-6,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:375:",268.11,266.94,78.54,80,20,549.99,734999,0,-6,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:437:",267.69,266.67,78.54,80,20,549.99,734999,0,-6,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:500:",267.38,266.47,78.54,80,20,549.99,734999,0,-6,-4,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:562:",267,266.22,78.54,80,20,549.99,734999,0,-5,-3,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:625:",266.72,266.04,78.54,80,20,549.99,734999,0,-5,-3,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:687:",266.39,265.82,78.54,80,20,549.99,734999,0,-5,-3,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:750:",266.15,265.65,78.54,80,20,549.99,734999,0,-4,-3,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:812:",265.88,265.48,78.54,80,20,549.99,734999,0,-4,-3,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:875:",265.62,265.3,78.54,80,20,549.99,734999,0,-4,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:52:937:",265.42,265.17,78.54,80,20,549.99,734999,0,-3,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:52",1,0
"17:36:53:000:",265.22,265.04,78.54,80,20,549.99,734999,0,-3,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:062:",265.04,264.91,78.54,80,20,549.99,734999,0,-3,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:125:",264.88,264.8,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:187:",264.72,264.69,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:250:",264.61,264.61,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:312:",264.5,264.5,78.54,80,20,549.99,734999,0,-2,-1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:375:",264.39,264.4,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:437:",264.26,264.27,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:500:",264.17,264.17,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:562:",264.08,264.08,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:625:",263.98,263.98,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:687:",263.86,263.86,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:750:",263.76,263.75,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:812:",263.65,263.65,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:875:",263.56,263.56,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
"17:36:53:937:",263.45,263.45,78.54,80,20,549.99,734999,0,-2,-2,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,1,50,0,0,0,0,0,0,0,"04042016","2016-04-04 17:36:53",1,0
